emotion,phrase,other_mean,distinctiveness
Joy,oh om om,0.0006061818181818182,-0.0006061818181818182
Joy,1500 cc turbo,0.0006165454545454546,-0.0006165454545454546
Joy,adalah salah satu,0.0006967272727272728,-0.0006967272727272728
Joy,nah makanya biar,0.0007101818181818182,-0.0007101818181818182
Joy,banyak sekolah sekolah,0.0007101818181818182,-0.0007101818181818182
Joy,i don t,0.000726,-0.000726
Joy,adalah mindset apabila,0.0007522727272727272,-0.0007522727272727272
Joy,adalah membuat waktu,0.0007522727272727272,-0.0007522727272727272
Joy,benar kejutan kejutan,0.0007522727272727272,-0.0007522727272727272
Joy,benar teruskan dr,0.0007522727272727272,-0.0007522727272727272
Joy,auto apple carplay,0.000756909090909091,-0.000756909090909091
Joy,android auto apple,0.000756909090909091,-0.000756909090909091
Joy,mantap terima kasih,0.0007631818181818181,-0.0007631818181818181
Joy,selama 3 hari,0.0007724545454545454,-0.0007724545454545454
Joy,satu per satu,0.0007872727272727272,-0.0007872727272727272
Joy,km per liter,0.000802090909090909,-0.000802090909090909
Joy,share satu studi,0.0008140909090909091,-0.0008140909090909091
Joy,8 12 kali,0.0008142727272727273,-0.0008142727272727273
Joy,punya 2 warna,0.000819,-0.000819
Joy,jangan lupa follow,0.000819,-0.000819
Joy,android 15 fitur,0.000819,-0.000819
Joy,32gb storage 1tb,0.000819,-0.000819
Joy,atlet atlet terbaik,0.000819,-0.000819
Joy,benar benar suka,0.000819,-0.000819
Joy,pola hidup sehat,0.000819,-0.000819
Joy,menang semua senang,0.000819,-0.000819
Joy,mengatasi masalah jerawat,0.000819,-0.000819
Joy,worth it kalian,0.000819,-0.000819
Joy,temen temen lihat,0.000819,-0.000819
Joy,menjaga skin barrier,0.000819,-0.000819
Joy,mobil kilometer rendah,0.000819,-0.000819
Joy,bahu bagian belakang,0.0008319090909090908,-0.0008319090909090908
Joy,bulu mata lentik,0.0008441818181818182,-0.0008441818181818182
Joy,biar bulu mata,0.0008441818181818182,-0.0008441818181818182
Joy,skin prep kalian,0.0008515454545454545,-0.0008515454545454545
Joy,tiang pull up,0.0008739999999999999,-0.0008739999999999999
Joy,bikin kulit kering,0.000918,-0.000918
Joy,menurunkan berat badan,0.0009232727272727273,-0.0009232727272727273
Joy,faat stay hard,0.0009455454545454546,-0.0009455454545454546
Joy,jakarta tahun 2025,0.0009813636363636363,-0.0009813636363636363
Joy,provinsi kaya jakarta,0.0009927272727272727,-0.0009927272727272727
Joy,jalan jalan jalan,0.0009935454545454544,-0.0009935454545454544
Joy,tahan 2 3,0.0009952727272727272,-0.0009952727272727272
Joy,meraih medali emas,0.0010266363636363635,-0.0010266363636363635
Joy,badan masa otot,0.001052,-0.001052
Joy,by the way,0.0010812727272727274,-0.0010812727272727274
Joy,pertama kali nyobain,0.0010840909090909091,-0.0010840909090909091
Joy,paling penting adalah,0.0011732727272727274,-0.0011732727272727274
Joy,semangat stay hard,0.0011884545454545455,-0.0011884545454545455
Joy,s go pertama,0.0011884545454545455,-0.0011884545454545455
Joy,sampai kira kira,0.0011884545454545455,-0.0011884545454545455
Joy,mother of pearl,0.0012,-0.0012
Joy,ikan koi ikan,0.001203,-0.001203
Joy,kehidupan sehari hari,0.001203,-0.001203
Joy,is my favorite,0.001208090909090909,-0.001208090909090909
Joy,you so much,0.001208090909090909,-0.001208090909090909
Joy,it s super,0.001208090909090909,-0.001208090909090909
Joy,check that out,0.001208090909090909,-0.001208090909090909
Joy,to get this,0.001208090909090909,-0.001208090909090909
Joy,s super comfortable,0.001208090909090909,-0.001208090909090909
Joy,sampai jam 6,0.0012310909090909091,-0.0012310909090909091
Joy,satu studi terbaru,0.0012410000000000001,-0.0012410000000000001
Joy,semua penyakit metabolik,0.0012410000000000001,-0.0012410000000000001
Joy,beberapa minggu lalu,0.0012771818181818181,-0.0012771818181818181
Joy,move your hustle,0.001299,-0.001299
Joy,my god suka,0.0013287272727272729,-0.0013287272727272729
Joy,multitasking color crayon,0.0013287272727272729,-0.0013287272727272729
Joy,bagus oh my,0.0013287272727272729,-0.0013287272727272729
Joy,blush on lipstick,0.0013287272727272729,-0.0013287272727272729
Joy,gini makanya gemes,0.0013287272727272729,-0.0013287272727272729
Joy,blush on bibir,0.0013287272727272729,-0.0013287272727272729
Joy,salah satu bentuk,0.0013667272727272727,-0.0013667272727272727
Joy,anak anak mungkin,0.0013667272727272727,-0.0013667272727272727
Joy,wireless charging 50w,0.001398090909090909,-0.001398090909090909
Joy,i love you,0.0014094545454545456,-0.0014094545454545456
Joy,terima kasih pak,0.0014558181818181818,-0.0014558181818181818
Joy,tau salah satu,0.0015515454545454545,-0.0015515454545454545
Joy,salah satu faktor,0.001585090909090909,-0.001585090909090909
Joy,tekanan darah tinggi,0.001585090909090909,-0.001585090909090909
Joy,let s go,0.0016104545454545456,-0.0016104545454545456
Joy,sebagai salah satu,0.001660818181818182,-0.001660818181818182
Joy,coba komen bawah,0.0016672727272727275,-0.0016672727272727275
Joy,mengawasi allah terima,0.0018485454545454547,-0.0018485454545454547
Joy,lakukan adalah membuat,0.0018485454545454547,-0.0018485454545454547
Joy,sejati aktivitas besar,0.0018485454545454547,-0.0018485454545454547
Joy,sebenarnya barokah aktivitas,0.0018485454545454547,-0.0018485454545454547
Joy,rasa lakukan adalah,0.0018485454545454547,-0.0018485454545454547
Joy,kejutan kejutan kejutan,0.0018485454545454547,-0.0018485454545454547
Joy,menyerahkan adalah mindset,0.0018485454545454547,-0.0018485454545454547
Joy,nia bilang sejati,0.0018485454545454547,-0.0018485454545454547
Joy,mindset rasa berbagi,0.0018485454545454547,-0.0018485454545454547
Joy,kejutan kejutan aktivitas,0.0018485454545454547,-0.0018485454545454547
Joy,misalnya water misalnya,0.002180090909090909,-0.002180090909090909
Joy,something calm down,0.002180090909090909,-0.002180090909090909
Joy,speed 1 2,0.002183818181818182,-0.002183818181818182
Joy,sedikit tips kalian,0.0022416363636363636,-0.0022416363636363636
Joy,segi harga punya,0.002295818181818182,-0.002295818181818182
Joy,harganya murah meriah,0.002295818181818182,-0.002295818181818182
Joy,terlalu lebar gini,0.0023487272727272727,-0.0023487272727272727
Joy,gini gini gini,0.002454636363636364,-0.002454636363636364
Joy,rasa berbagi jika,0.002600818181818182,-0.002600818181818182
Joy,waktu menyerahkan adalah,0.002600818181818182,-0.002600818181818182
Joy,revaluasi mindset rasa,0.002600818181818182,-0.002600818181818182
Joy,rasa membantu revaluasi,0.002600818181818182,-0.002600818181818182
Joy,eyeshadow blush on,0.0026574545454545457,-0.0026574545454545457
Joy,oke terima kasih,0.0028913636363636364,-0.0028913636363636364
Joy,kasih lihat kalian,0.0029665454545454548,-0.0029665454545454548
Joy,1 2 3,0.003034818181818182,-0.003034818181818182
Joy,kaya kaya kaya,0.003171727272727273,-0.003171727272727273
Joy,semua masyarakat indonesia,0.003246727272727273,-0.003246727272727273
Joy,memang luar biasa,0.003246727272727273,-0.003246727272727273
Joy,sampai berapa kali,0.003246727272727273,-0.003246727272727273
Joy,latihan beban menjadi,0.003246727272727273,-0.003246727272727273
Joy,inspeksi menyeluruh plus,0.0032803636363636364,-0.0032803636363636364
Joy,panggil timur inspeksi,0.0032803636363636364,-0.0032803636363636364
Joy,gini kira kira,0.0032803636363636364,-0.0032803636363636364
Joy,sebelah sini lihat,0.0034265454545454547,-0.0034265454545454547
Joy,tanda tanda penuaan,0.0034265454545454547,-0.0034265454545454547
Joy,i really really,0.0035383636363636364,-0.0035383636363636364
Joy,coverage berasa berat,0.003674454545454545,-0.003674454545454545
Joy,and i m,0.003674454545454545,-0.003674454545454545
Joy,selesai make upan,0.003674454545454545,-0.003674454545454545
Joy,really like this,0.003674454545454545,-0.003674454545454545
Joy,that s it,0.0038362727272727272,-0.0038362727272727272
Joy,really really like,0.003849909090909091,-0.003849909090909091
Joy,tanpa berasa berat,0.003849909090909091,-0.003849909090909091
Joy,telling you this,0.003849909090909091,-0.003849909090909091
Joy,m telling you,0.003849909090909091,-0.003849909090909091
Joy,finishnya velvet matte,0.003849909090909091,-0.003849909090909091
Joy,berasa berat so,0.003849909090909091,-0.003849909090909091
Joy,hai guys kali,0.004017636363636363,-0.004017636363636363
Joy,setelah cek ternyata,0.004017636363636363,-0.004017636363636363
Joy,kena serangan jantung,0.0041428181818181815,-0.0041428181818181815
Joy,teruskan dr nia,0.00415909090909091,-0.00415909090909091
Joy,membuat waktu menyerahkan,0.00415909090909091,-0.00415909090909091
Joy,mencari kecil sebenarnya,0.00415909090909091,-0.00415909090909091
Joy,mindset benar teruskan,0.00415909090909091,-0.00415909090909091
Joy,mindset apabila memiliki,0.00415909090909091,-0.00415909090909091
Joy,membantu revaluasi mindset,0.00415909090909091,-0.00415909090909091
Joy,mindset benar kejutan,0.00415909090909091,-0.00415909090909091
Joy,skin barrier rusak,0.004360181818181818,-0.004360181818181818
Joy,i m telling,0.005058,-0.005058
Joy,it it s,0.005468999999999999,-0.005468999999999999
Joy,s so good,0.005468999999999999,-0.005468999999999999
Joy,pokoknya bener bener,0.005730181818181818,-0.005730181818181818
Joy,pas pertama kali,0.005730181818181818,-0.005730181818181818
Joy,masalah hari masalah,0.006493545454545455,-0.006493545454545455
Joy,salah satu paling,0.0069177272727272724,-0.0069177272727272724
Joy,pas tengah tengah,0.007699909090909091,-0.007699909090909091
Joy,salah satu sisi,0.00857090909090909,-0.00857090909090909
Joy,satu sisi tubuh,0.00857090909090909,-0.00857090909090909
Joy,share kolom komentar,0.00857090909090909,-0.00857090909090909
Joy,pagi sore hari,0.00857090909090909,-0.00857090909090909
Joy,you need to,0.010461,-0.010461
Joy,klik follow save,0.010713727272727272,-0.010713727272727272
Joy,memiliki mindset benar,0.01082181818181818,-0.01082181818181818
Joy,need to notice,0.010960636363636362,-0.010960636363636362
Joy,sekolah les bermain,0.011363636363636362,-0.011363636363636362
Joy,jalan jalan gias,0.012121272727272729,-0.012121272727272729
Joy,sel kulit mati,0.012121272727272729,-0.012121272727272729
Joy,it s so,0.01246,-0.01246
Joy,malam hari cari,0.015368,-0.015368
Joy,follow save video,0.016395545454545454,-0.016395545454545454
Joy,saham naik turun,0.02424236363636364,-0.02424236363636364
Joy,selama 3 tahun,0.06276618181818182,-0.06276618181818182
Joy,circle to search,0.06576372727272727,-0.06576372727272727
Joy,john glory glory,0.0909090909090909,-0.0909090909090909
Love,john glory glory,0.0,1.0
Love,punya bekas jerawat,0.0005095454545454545,-0.0005095454545454545
Love,harga 3 jutaan,0.0005153636363636364,-0.0005153636363636364
Love,salah satunya adalah,0.0005215454545454545,-0.0005215454545454545
Love,buang air besar,0.0005601818181818182,-0.0005601818181818182
Love,carbon fiber carbon,0.0005601818181818182,-0.0005601818181818182
Love,s go langsung,0.0005665454545454546,-0.0005665454545454546
Love,8gb storage 256gb,0.0005695454545454545,-0.0005695454545454545
Love,suv leather frame,0.0005755454545454546,-0.0005755454545454546
Love,indo by broth3rmax,0.0005779090909090908,-0.0005779090909090908
Love,sub indo by,0.0005779090909090908,-0.0005779090909090908
Love,nah kira kira,0.0005805454545454546,-0.0005805454545454546
Love,adaptive cruise control,0.0005954545454545455,-0.0005954545454545455
Love,bulu mata bawahnya,0.0005966363636363636,-0.0005966363636363636
Love,oh om om,0.0006061818181818182,-0.0006061818181818182
Love,paling tipis dunia,0.0006061818181818182,-0.0006061818181818182
Love,1500 cc turbo,0.0006165454545454546,-0.0006165454545454546
Love,adalah salah satu,0.0006967272727272728,-0.0006967272727272728
Love,banyak sekolah sekolah,0.0007101818181818182,-0.0007101818181818182
Love,nah makanya biar,0.0007101818181818182,-0.0007101818181818182
Love,i don t,0.000726,-0.000726
Love,adalah membuat waktu,0.0007522727272727272,-0.0007522727272727272
Love,adalah mindset apabila,0.0007522727272727272,-0.0007522727272727272
Love,benar kejutan kejutan,0.0007522727272727272,-0.0007522727272727272
Love,benar teruskan dr,0.0007522727272727272,-0.0007522727272727272
Love,auto apple carplay,0.000756909090909091,-0.000756909090909091
Love,android auto apple,0.000756909090909091,-0.000756909090909091
Love,mantap terima kasih,0.0007631818181818181,-0.0007631818181818181
Love,selama 3 hari,0.0007724545454545454,-0.0007724545454545454
Love,satu per satu,0.0007872727272727272,-0.0007872727272727272
Love,km per liter,0.000802090909090909,-0.000802090909090909
Love,share satu studi,0.0008140909090909091,-0.0008140909090909091
Love,8 12 kali,0.0008142727272727273,-0.0008142727272727273
Love,32gb storage 1tb,0.000819,-0.000819
Love,atlet atlet terbaik,0.000819,-0.000819
Love,menang semua senang,0.000819,-0.000819
Love,menjaga skin barrier,0.000819,-0.000819
Love,benar benar suka,0.000819,-0.000819
Love,jangan lupa follow,0.000819,-0.000819
Love,android 15 fitur,0.000819,-0.000819
Love,pola hidup sehat,0.000819,-0.000819
Love,punya 2 warna,0.000819,-0.000819
Love,temen temen lihat,0.000819,-0.000819
Love,mengatasi masalah jerawat,0.000819,-0.000819
Love,mobil kilometer rendah,0.000819,-0.000819
Love,worth it kalian,0.000819,-0.000819
Love,bahu bagian belakang,0.0008319090909090908,-0.0008319090909090908
Love,biar bulu mata,0.0008441818181818182,-0.0008441818181818182
Love,bulu mata lentik,0.0008441818181818182,-0.0008441818181818182
Love,skin prep kalian,0.0008515454545454545,-0.0008515454545454545
Love,tiang pull up,0.0008739999999999999,-0.0008739999999999999
Love,bikin kulit kering,0.000918,-0.000918
Love,menurunkan berat badan,0.0009232727272727273,-0.0009232727272727273
Love,mindset rasa berbagi,0.0009242727272727274,-0.0009242727272727274
Love,mengawasi allah terima,0.0009242727272727274,-0.0009242727272727274
Love,rasa lakukan adalah,0.0009242727272727274,-0.0009242727272727274
Love,menyerahkan adalah mindset,0.0009242727272727274,-0.0009242727272727274
Love,nia bilang sejati,0.0009242727272727274,-0.0009242727272727274
Love,sejati aktivitas besar,0.0009242727272727274,-0.0009242727272727274
Love,lakukan adalah membuat,0.0009242727272727274,-0.0009242727272727274
Love,kejutan kejutan aktivitas,0.0009242727272727274,-0.0009242727272727274
Love,kejutan kejutan kejutan,0.0009242727272727274,-0.0009242727272727274
Love,sebenarnya barokah aktivitas,0.0009242727272727274,-0.0009242727272727274
Love,faat stay hard,0.0009455454545454546,-0.0009455454545454546
Love,jakarta tahun 2025,0.0009813636363636363,-0.0009813636363636363
Love,provinsi kaya jakarta,0.0009927272727272727,-0.0009927272727272727
Love,jalan jalan jalan,0.0009935454545454544,-0.0009935454545454544
Love,tahan 2 3,0.0009952727272727272,-0.0009952727272727272
Love,meraih medali emas,0.0010266363636363635,-0.0010266363636363635
Love,badan masa otot,0.001052,-0.001052
Love,by the way,0.0010812727272727274,-0.0010812727272727274
Love,pertama kali nyobain,0.0010840909090909091,-0.0010840909090909091
Love,paling penting adalah,0.0011732727272727274,-0.0011732727272727274
Love,sampai kira kira,0.0011884545454545455,-0.0011884545454545455
Love,s go pertama,0.0011884545454545455,-0.0011884545454545455
Love,semangat stay hard,0.0011884545454545455,-0.0011884545454545455
Love,mother of pearl,0.0012,-0.0012
Love,kehidupan sehari hari,0.001203,-0.001203
Love,ikan koi ikan,0.001203,-0.001203
Love,it s super,0.001208090909090909,-0.001208090909090909
Love,s super comfortable,0.001208090909090909,-0.001208090909090909
Love,is my favorite,0.001208090909090909,-0.001208090909090909
Love,check that out,0.001208090909090909,-0.001208090909090909
Love,you so much,0.001208090909090909,-0.001208090909090909
Love,to get this,0.001208090909090909,-0.001208090909090909
Love,sampai jam 6,0.0012310909090909091,-0.0012310909090909091
Love,satu studi terbaru,0.001241,-0.001241
Love,semua penyakit metabolik,0.001241,-0.001241
Love,beberapa minggu lalu,0.0012771818181818181,-0.0012771818181818181
Love,move your hustle,0.001299,-0.001299
Love,my god suka,0.0013287272727272729,-0.0013287272727272729
Love,bagus oh my,0.0013287272727272729,-0.0013287272727272729
Love,blush on bibir,0.0013287272727272729,-0.0013287272727272729
Love,multitasking color crayon,0.0013287272727272729,-0.0013287272727272729
Love,blush on lipstick,0.0013287272727272729,-0.0013287272727272729
Love,gini makanya gemes,0.0013287272727272729,-0.0013287272727272729
Love,anak anak mungkin,0.0013667272727272727,-0.0013667272727272727
Love,salah satu bentuk,0.0013667272727272727,-0.0013667272727272727
Love,wireless charging 50w,0.001398090909090909,-0.001398090909090909
Love,i love you,0.0014094545454545456,-0.0014094545454545456
Love,terima kasih pak,0.0014558181818181818,-0.0014558181818181818
Love,tau salah satu,0.0015515454545454545,-0.0015515454545454545
Love,tekanan darah tinggi,0.001585090909090909,-0.001585090909090909
Love,salah satu faktor,0.001585090909090909,-0.001585090909090909
Love,let s go,0.0016104545454545456,-0.0016104545454545456
Love,sebagai salah satu,0.001660818181818182,-0.001660818181818182
Love,coba komen bawah,0.0016672727272727275,-0.0016672727272727275
Love,waktu menyerahkan adalah,0.0016765454545454546,-0.0016765454545454546
Love,rasa berbagi jika,0.0016765454545454546,-0.0016765454545454546
Love,rasa membantu revaluasi,0.0016765454545454546,-0.0016765454545454546
Love,revaluasi mindset rasa,0.0016765454545454546,-0.0016765454545454546
Love,something calm down,0.002180090909090909,-0.002180090909090909
Love,misalnya water misalnya,0.002180090909090909,-0.002180090909090909
Love,speed 1 2,0.002183818181818182,-0.002183818181818182
Love,sedikit tips kalian,0.0022416363636363636,-0.0022416363636363636
Love,gini 8 12,0.0022816363636363637,-0.0022816363636363637
Love,harganya murah meriah,0.002295818181818182,-0.002295818181818182
Love,segi harga punya,0.002295818181818182,-0.002295818181818182
Love,terlalu lebar gini,0.0023487272727272727,-0.0023487272727272727
Love,nama baik jakarta,0.0023903636363636366,-0.0023903636363636366
Love,gini gini gini,0.0024546363636363637,-0.0024546363636363637
Love,ivan gunawan deluxe,0.002628181818181818,-0.002628181818181818
Love,eyeshadow blush on,0.0026574545454545457,-0.0026574545454545457
Love,plug in hybrid,0.0028530909090909093,-0.0028530909090909093
Love,jakarta x beauty,0.0028530909090909093,-0.0028530909090909093
Love,oke terima kasih,0.0028913636363636364,-0.0028913636363636364
Love,langsung coba langsung,0.0029219999999999997,-0.0029219999999999997
Love,teman teman baru,0.0029219999999999997,-0.0029219999999999997
Love,perjalanan jauh menggunakan,0.0029219999999999997,-0.0029219999999999997
Love,one of my,0.0029219999999999997,-0.0029219999999999997
Love,mulai 299 juta,0.0029219999999999997,-0.0029219999999999997
Love,g3 plus mobil,0.0029219999999999997,-0.0029219999999999997
Love,kasih lihat kalian,0.0029665454545454548,-0.0029665454545454548
Love,bener bener bikin,0.0029892727272727276,-0.0029892727272727276
Love,set set set,0.0029892727272727276,-0.0029892727272727276
Love,1 2 3,0.003034818181818182,-0.003034818181818182
Love,jakarta menang sukses,0.003167636363636364,-0.003167636363636364
Love,menang sukses jakarta,0.003167636363636364,-0.003167636363636364
Love,kaya kaya kaya,0.003171727272727273,-0.003171727272727273
Love,mindset apabila memiliki,0.003234818181818182,-0.003234818181818182
Love,mindset benar teruskan,0.003234818181818182,-0.003234818181818182
Love,membuat waktu menyerahkan,0.003234818181818182,-0.003234818181818182
Love,membantu revaluasi mindset,0.003234818181818182,-0.003234818181818182
Love,mindset benar kejutan,0.003234818181818182,-0.003234818181818182
Love,mencari kecil sebenarnya,0.003234818181818182,-0.003234818181818182
Love,teruskan dr nia,0.003234818181818182,-0.003234818181818182
Love,memang luar biasa,0.003246727272727273,-0.003246727272727273
Love,semua masyarakat indonesia,0.003246727272727273,-0.003246727272727273
Love,sampai berapa kali,0.003246727272727273,-0.003246727272727273
Love,latihan beban menjadi,0.003246727272727273,-0.003246727272727273
Love,panggil timur inspeksi,0.0032803636363636364,-0.0032803636363636364
Love,inspeksi menyeluruh plus,0.0032803636363636364,-0.0032803636363636364
Love,gini kira kira,0.0032803636363636364,-0.0032803636363636364
Love,tanda tanda penuaan,0.0034265454545454547,-0.0034265454545454547
Love,sebelah sini lihat,0.0034265454545454547,-0.0034265454545454547
Love,i really really,0.0035383636363636364,-0.0035383636363636364
Love,selesai make upan,0.003674454545454545,-0.003674454545454545
Love,coverage berasa berat,0.003674454545454545,-0.003674454545454545
Love,and i m,0.003674454545454545,-0.003674454545454545
Love,really like this,0.003674454545454545,-0.003674454545454545
Love,sukses jakarta indonesia,0.003783454545454545,-0.003783454545454545
Love,that s it,0.0038362727272727272,-0.0038362727272727272
Love,tanpa berasa berat,0.003849909090909091,-0.003849909090909091
Love,berasa berat so,0.003849909090909091,-0.003849909090909091
Love,finishnya velvet matte,0.003849909090909091,-0.003849909090909091
Love,telling you this,0.003849909090909091,-0.003849909090909091
Love,really really like,0.003849909090909091,-0.003849909090909091
Love,m telling you,0.003849909090909091,-0.003849909090909091
Love,setelah cek ternyata,0.004017636363636363,-0.004017636363636363
Love,hai guys kali,0.004017636363636363,-0.004017636363636363
Love,test drive mobil,0.004132181818181819,-0.004132181818181819
Love,depan salah satu,0.004132181818181819,-0.004132181818181819
Love,jangan sampai kelewatan,0.004132181818181819,-0.004132181818181819
Love,kena serangan jantung,0.0041428181818181815,-0.0041428181818181815
Love,share kolom komentar,0.004285454545454545,-0.004285454545454545
Love,pagi sore hari,0.004285454545454545,-0.004285454545454545
Love,satu sisi tubuh,0.004285454545454545,-0.004285454545454545
Love,salah satu sisi,0.004285454545454545,-0.004285454545454545
Love,skin barrier rusak,0.004360181818181818,-0.004360181818181818
Love,terima kasih kerana,0.004390363636363636,-0.004390363636363636
Love,kasih kerana menonton,0.004390363636363636,-0.004390363636363636
Love,jakarta datang jakarta,0.004476727272727273,-0.004476727272727273
Love,3 2 1,0.004680727272727273,-0.004680727272727273
Love,membawa nama baik,0.004776181818181818,-0.004776181818181818
Love,datang jakarta menang,0.004946909090909091,-0.004946909090909091
Love,2025 terima kasih,0.004951181818181818,-0.004951181818181818
Love,i m telling,0.005058,-0.005058
Love,melihat teman teman,0.005231090909090908,-0.005231090909090908
Love,menghasilkan atlet atlet,0.005329818181818182,-0.005329818181818182
Love,s so good,0.005468999999999999,-0.005468999999999999
Love,it it s,0.005468999999999999,-0.005468999999999999
Love,pas pertama kali,0.005730181818181818,-0.005730181818181818
Love,pokoknya bener bener,0.005730181818181818,-0.005730181818181818
Love,jalan jalan gias,0.006060636363636364,-0.006060636363636364
Love,sel kulit mati,0.006060636363636364,-0.006060636363636364
Love,masalah hari masalah,0.006493545454545455,-0.006493545454545455
Love,salah satu paling,0.006917727272727273,-0.006917727272727273
Love,nah menurut kalian,0.007378909090909092,-0.007378909090909092
Love,pas tengah tengah,0.007699909090909091,-0.007699909090909091
Love,memiliki mindset benar,0.008973363636363637,-0.008973363636363637
Love,malam hari cari,0.009307363636363636,-0.009307363636363636
Love,oh my god,0.009505272727272727,-0.009505272727272727
Love,you need to,0.010461,-0.010461
Love,klik follow save,0.010713727272727272,-0.010713727272727272
Love,need to notice,0.010960636363636362,-0.010960636363636362
Love,sekolah les bermain,0.011363636363636362,-0.011363636363636362
Love,saham naik turun,0.01212118181818182,-0.01212118181818182
Love,it s so,0.01246,-0.01246
Love,follow save video,0.016395545454545454,-0.016395545454545454
Love,selama 3 tahun,0.06276618181818182,-0.06276618181818182
Love,circle to search,0.06576372727272727,-0.06576372727272727
Loyalty,circle to search,0.0,0.723401
Loyalty,selama 3 tahun,0.0,0.690428
Loyalty,punya bekas jerawat,0.0005095454545454545,-0.0005095454545454545
Loyalty,harga 3 jutaan,0.0005153636363636364,-0.0005153636363636364
Loyalty,salah satunya adalah,0.0005215454545454545,-0.0005215454545454545
Loyalty,buang air besar,0.0005601818181818182,-0.0005601818181818182
Loyalty,carbon fiber carbon,0.0005601818181818182,-0.0005601818181818182
Loyalty,s go langsung,0.0005665454545454546,-0.0005665454545454546
Loyalty,8gb storage 256gb,0.0005695454545454545,-0.0005695454545454545
Loyalty,suv leather frame,0.0005755454545454546,-0.0005755454545454546
Loyalty,indo by broth3rmax,0.0005779090909090908,-0.0005779090909090908
Loyalty,sub indo by,0.0005779090909090908,-0.0005779090909090908
Loyalty,nah kira kira,0.0005805454545454546,-0.0005805454545454546
Loyalty,adaptive cruise control,0.0005954545454545455,-0.0005954545454545455
Loyalty,bulu mata bawahnya,0.0005966363636363636,-0.0005966363636363636
Loyalty,oh om om,0.0006061818181818182,-0.0006061818181818182
Loyalty,paling tipis dunia,0.0006061818181818182,-0.0006061818181818182
Loyalty,1500 cc turbo,0.0006165454545454546,-0.0006165454545454546
Loyalty,adalah salah satu,0.0006967272727272728,-0.0006967272727272728
Loyalty,nah makanya biar,0.0007101818181818182,-0.0007101818181818182
Loyalty,banyak sekolah sekolah,0.0007101818181818182,-0.0007101818181818182
Loyalty,i don t,0.000726,-0.000726
Loyalty,adalah mindset apabila,0.0007522727272727272,-0.0007522727272727272
Loyalty,benar kejutan kejutan,0.0007522727272727272,-0.0007522727272727272
Loyalty,benar teruskan dr,0.0007522727272727272,-0.0007522727272727272
Loyalty,adalah membuat waktu,0.0007522727272727272,-0.0007522727272727272
Loyalty,android auto apple,0.000756909090909091,-0.000756909090909091
Loyalty,auto apple carplay,0.000756909090909091,-0.000756909090909091
Loyalty,mantap terima kasih,0.0007631818181818181,-0.0007631818181818181
Loyalty,selama 3 hari,0.0007724545454545454,-0.0007724545454545454
Loyalty,satu per satu,0.0007872727272727272,-0.0007872727272727272
Loyalty,km per liter,0.000802090909090909,-0.000802090909090909
Loyalty,share satu studi,0.0008140909090909091,-0.0008140909090909091
Loyalty,8 12 kali,0.0008142727272727273,-0.0008142727272727273
Loyalty,32gb storage 1tb,0.000819,-0.000819
Loyalty,menang semua senang,0.000819,-0.000819
Loyalty,atlet atlet terbaik,0.000819,-0.000819
Loyalty,jangan lupa follow,0.000819,-0.000819
Loyalty,benar benar suka,0.000819,-0.000819
Loyalty,android 15 fitur,0.000819,-0.000819
Loyalty,pola hidup sehat,0.000819,-0.000819
Loyalty,punya 2 warna,0.000819,-0.000819
Loyalty,menjaga skin barrier,0.000819,-0.000819
Loyalty,mengatasi masalah jerawat,0.000819,-0.000819
Loyalty,worth it kalian,0.000819,-0.000819
Loyalty,temen temen lihat,0.000819,-0.000819
Loyalty,mobil kilometer rendah,0.000819,-0.000819
Loyalty,bahu bagian belakang,0.0008319090909090908,-0.0008319090909090908
Loyalty,bulu mata lentik,0.0008441818181818182,-0.0008441818181818182
Loyalty,biar bulu mata,0.0008441818181818182,-0.0008441818181818182
Loyalty,skin prep kalian,0.0008515454545454545,-0.0008515454545454545
Loyalty,tiang pull up,0.0008739999999999999,-0.0008739999999999999
Loyalty,bikin kulit kering,0.000918,-0.000918
Loyalty,menurunkan berat badan,0.0009232727272727273,-0.0009232727272727273
Loyalty,mengawasi allah terima,0.0009242727272727274,-0.0009242727272727274
Loyalty,rasa lakukan adalah,0.0009242727272727274,-0.0009242727272727274
Loyalty,menyerahkan adalah mindset,0.0009242727272727274,-0.0009242727272727274
Loyalty,mindset rasa berbagi,0.0009242727272727274,-0.0009242727272727274
Loyalty,nia bilang sejati,0.0009242727272727274,-0.0009242727272727274
Loyalty,lakukan adalah membuat,0.0009242727272727274,-0.0009242727272727274
Loyalty,kejutan kejutan aktivitas,0.0009242727272727274,-0.0009242727272727274
Loyalty,kejutan kejutan kejutan,0.0009242727272727274,-0.0009242727272727274
Loyalty,sejati aktivitas besar,0.0009242727272727274,-0.0009242727272727274
Loyalty,sebenarnya barokah aktivitas,0.0009242727272727274,-0.0009242727272727274
Loyalty,faat stay hard,0.0009455454545454546,-0.0009455454545454546
Loyalty,jakarta tahun 2025,0.0009813636363636363,-0.0009813636363636363
Loyalty,provinsi kaya jakarta,0.0009927272727272727,-0.0009927272727272727
Loyalty,jalan jalan jalan,0.0009935454545454544,-0.0009935454545454544
Loyalty,tahan 2 3,0.0009952727272727272,-0.0009952727272727272
Loyalty,meraih medali emas,0.0010266363636363635,-0.0010266363636363635
Loyalty,badan masa otot,0.001052,-0.001052
